CENSUS BLOCK,CENSUS BLOCK FULL,TOTAL POPULATION
7001002056,170317001002056,0
7001002057,170317001002057,34
7001002058,170317001002058,30
7002001000,170317002001000,0
7002001001,170317002001001,4
7002001002,170317002001002,0
7002001003,170317002001003,109
7002001004,170317002001004,118
7002001005,170317002001005,124
7002001006,170317002001006,105
7002001007,170317002001007,89
7002001008,170317002001008,100
7002001009,170317002001009,63
7002001010,170317002001010,86
7002001011,170317002001011,110
7002001012,170317002001012,116
7002001013,170317002001013,128
7002001014,170317002001014,105
7002001015,170317002001015,0
7002001016,170317002001016,91
7002001017,170317002001017,81
7002001018,170317002001018,0
7002001019,170317002001019,67
7002001020,170317002001020,22
7002002000,170317002002000,300
7002002001,170317002002001,143
7002002002,170317002002002,191
7002002003,170317002002003,192
7002002004,170317002002004,230
7002002005,170317002002005,222
7002002006,170317002002006,114
7002002007,170317002002007,62
7002002008,170317002002008,49
7002002009,170317002002009,33
7002002010,170317002002010,0
7002002011,170317002002011,62
7002003000,170317002003000,102
7002003001,170317002003001,115
7002003002,170317002003002,93
7002003003,170317002003003,106
7002003004,170317002003004,110
7002003005,170317002003005,136
7002003006,170317002003006,98
7002003007,170317002003007,112
7002003008,170317002003008,94
7002003009,170317002003009,86
7002003010,170317002003010,109
7002003011,170317002003011,87
7002003012,170317002003012,117
7002003013,170317002003013,82
7002003014,170317002003014,83
7002003015,170317002003015,119
7002003016,170317002003016,97
7002003017,170317002003017,110
7002003018,170317002003018,1
7002003019,170317002003019,0
7002003020,170317002003020,0
7002004000,170317002004000,226
7002004001,170317002004001,134
7002004002,170317002004002,170
7002004003,170317002004003,137
7002004004,170317002004004,123
7002004005,170317002004005,90
7002004006,170317002004006,116
7002004007,170317002004007,136
7002004008,170317002004008,100
7002004009,170317002004009,98
7002004010,170317002004010,20
7002004011,170317002004011,20
7002004012,170317002004012,28
7002004013,170317002004013,6
7002004014,170317002004014,232
7003011000,170317003011000,92
7003011001,170317003011001,351
7003011002,170317003011002,110
7003011003,170317003011003,185
7003011004,170317003011004,115
7003011005,170317003011005,100
7003011006,170317003011006,106
7003011007,170317003011007,99
7003011008,170317003011008,77
7003011009,170317003011009,69
7003011010,170317003011010,111
7003011011,170317003011011,71
7003011012,170317003011012,97
7003011013,170317003011013,187
7003012000,170317003012000,199
7003012001,170317003012001,167
7003012002,170317003012002,176
7003012003,170317003012003,114
7003012004,170317003012004,67
7003012005,170317003012005,56
7003012006,170317003012006,245
7003012007,170317003012007,348
7003012008,170317003012008,122
7003012009,170317003012009,227
7003013000,170317003013000,29
7003013001,170317003013001,27
7003013002,170317003013002,58
7003013003,170317003013003,110
7003013004,170317003013004,86
7003013005,170317003013005,84
7003013006,170317003013006,82
7003013007,170317003013007,161
7003013008,170317003013008,200
7003013009,170317003013009,113
7003013010,170317003013010,203
7003013011,170317003013011,152
7003013012,170317003013012,0
7003013013,170317003013013,56
7003013014,170317003013014,97
7003013015,170317003013015,142
7003013016,170317003013016,129
7003013017,170317003013017,152
7003013018,170317003013018,83
7003013019,170317003013019,12
7003013020,170317003013020,60
7003013021,170317003013021,120
7003013022,170317003013022,81
7003021000,170317003021000,42
7003021001,170317003021001,48
7003021002,170317003021002,60
7003021003,170317003021003,52
7003021004,170317003021004,40
7003021005,170317003021005,36
7003021006,170317003021006,48
7003021007,170317003021007,42
7003021008,170317003021008,60
7003021009,170317003021009,63
7003021010,170317003021010,76
7003021011,170317003021011,37
7003021012,170317003021012,39
7003021013,170317003021013,0
7003021014,170317003021014,0
7003021015,170317003021015,40
7003021016,170317003021016,44
7003021017,170317003021017,2
7003021018,170317003021018,24
7003021019,170317003021019,29
7003021020,170317003021020,36
7003021021,170317003021021,36
7003021022,170317003021022,39
7003021023,170317003021023,36
7003021024,170317003021024,43
7003021025,170317003021025,31
7003021026,170317003021026,46
7003021027,170317003021027,29
7003021028,170317003021028,43
7003021029,170317003021029,0
7003021030,170317003021030,39
7003021031,170317003021031,24
7003021032,170317003021032,39
7003021033,170317003021033,34
7003021034,170317003021034,21
7003022000,170317003022000,39
7003022001,170317003022001,33
7003022002,170317003022002,36
7003022003,170317003022003,43
7003022004,170317003022004,49
7003022005,170317003022005,47
7003022006,170317003022006,0
7003022007,170317003022007,47
7003022008,170317003022008,45
7003022009,170317003022009,41
7003022010,170317003022010,48
7003022011,170317003022011,52
7003022012,170317003022012,50
7003022013,170317003022013,82
7003022014,170317003022014,38
7003022015,170317003022015,41
7003022016,170317003022016,28
7003022017,170317003022017,34
7003022018,170317003022018,28
7003022019,170317003022019,30
7003022020,170317003022020,24
7003022021,170317003022021,35
7003022022,170317003022022,0
7003022023,170317003022023,38
7003023000,170317003023000,0
7003023001,170317003023001,147
7003023002,170317003023002,146
7003023003,170317003023003,35
7003023004,170317003023004,197
7003023005,170317003023005,44
7003023006,170317003023006,91
7003023007,170317003023007,116
7003023008,170317003023008,0
7003023009,170317003023009,65
7003023010,170317003023010,149
7003023011,170317003023011,117
7003023012,170317003023012,57
7003023013,170317003023013,41
7003023014,170317003023014,45
7003023015,170317003023015,44
7003024000,170317003024000,0
7003024001,170317003024001,8
7003024002,170317003024002,31
7003024003,170317003024003,57
7003024004,170317003024004,11
7003024005,170317003024005,18
7003024006,170317003024006,25
7003024007,170317003024007,14
7003024008,170317003024008,27
7003024009,170317003024009,25
7003024010,170317003024010,28
7003024011,170317003024011,28
7003024012,170317003024012,45
7003024013,170317003024013,56
7003024014,170317003024014,50
7003024015,170317003024015,28
7003024016,170317003024016,46
7003024017,170317003024017,29
7003024018,170317003024018,28
7003024019,170317003024019,0
7003024020,170317003024020,5
7003024021,170317003024021,56
7003024022,170317003024022,53
7003024023,170317003024023,43
7003024024,170317003024024,35
7003024025,170317003024025,33
7003024026,170317003024026,56
7003024027,170317003024027,18
7003024028,170317003024028,0
7003024029,170317003024029,30
7003024030,170317003024030,44
7003024031,170317003024031,36
7003024032,170317003024032,39
7003024033,170317003024033,57
7003024034,170317003024034,0
7003024035,170317003024035,39
7003024036,170317003024036,43
7003024037,170317003024037,44
7003024038,170317003024038,25
7003024039,170317003024039,38
7003024040,170317003024040,42
7003024041,170317003024041,32
7003024042,170317003024042,35
7003024043,170317003024043,34
7003024044,170317003024044,36
7003024045,170317003024045,0
7003024046,170317003024046,27
7003024047,170317003024047,32
7003024048,170317003024048,40
7003024049,170317003024049,51
7003024050,170317003024050,38
7003024051,170317003024051,36
7003024052,170317003024052,42
7003024053,170317003024053,48
7003024054,170317003024054,32
7003024055,170317003024055,42
7003024056,170317003024056,24
7003024057,170317003024057,0
7003024058,170317003024058,0
7004011000,170317004011000,0
7004011001,170317004011001,0
7004011002,170317004011002,51
7004011003,170317004011003,46
7004011004,170317004011004,24
7004011005,170317004011005,55
7004011006,170317004011006,77
7004011007,170317004011007,34
7004011008,170317004011008,0
7004011009,170317004011009,35
7004011010,170317004011010,45
7004011011,170317004011011,35
7004011012,170317004011012,49
7004011013,170317004011013,49
7004011014,170317004011014,31
7004011015,170317004011015,9
7004011016,170317004011016,33
7004011017,170317004011017,37
7004011018,170317004011018,24
7004011019,170317004011019,8
7004011020,170317004011020,34
7004011021,170317004011021,36
7004011022,170317004011022,0
7004011023,170317004011023,0
7004011024,170317004011024,0
7004011025,170317004011025,3
7004011026,170317004011026,108
7004011027,170317004011027,28
7004011028,170317004011028,0
7004011029,170317004011029,26
7004011030,170317004011030,47
7004011031,170317004011031,46
7004011032,170317004011032,54
7004011033,170317004011033,0
7004011034,170317004011034,30
7004011035,170317004011035,55
7004011036,170317004011036,21
7004011037,170317004011037,21
7004011038,170317004011038,34
7004011039,170317004011039,0
7004011040,170317004011040,0
7004011041,170317004011041,0
7004011042,170317004011042,53
7004011043,170317004011043,50
7004011044,170317004011044,9
7004011045,170317004011045,23
7004011046,170317004011046,35
7004011047,170317004011047,43
7004011048,170317004011048,17
7004011049,170317004011049,34
7004011050,170317004011050,0
7004011051,170317004011051,0
7004011052,170317004011052,81
7004011053,170317004011053,39
7004011054,170317004011054,36
7004011055,170317004011055,51
7004011056,170317004011056,21
7004011057,170317004011057,61
7004011058,170317004011058,0
7004011059,170317004011059,34
7004011060,170317004011060,9
7004011061,170317004011061,19
7004011062,170317004011062,47
7004011063,170317004011063,63
7004011064,170317004011064,39
7004011065,170317004011065,6
7004011066,170317004011066,59
7004011067,170317004011067,28
7004011068,170317004011068,0
7004012000,170317004012000,54
7004012001,170317004012001,56
7004012002,170317004012002,0
7004012003,170317004012003,65
7004012004,170317004012004,56
7004012005,170317004012005,49
7004012006,170317004012006,59
7004012007,170317004012007,66
7004012008,170317004012008,48
7004012009,170317004012009,0
7004012010,170317004012010,0
7004012011,170317004012011,63
7004012012,170317004012012,40
7004012013,170317004012013,48
7004012014,170317004012014,69
7004012015,170317004012015,62
7004012016,170317004012016,67
7004012017,170317004012017,57
7004012018,170317004012018,44
7004012019,170317004012019,67
7004012020,170317004012020,53
7004012021,170317004012021,48
7004012022,170317004012022,63
7004012023,170317004012023,46
7004012024,170317004012024,54
7004012025,170317004012025,75
7004012026,170317004012026,0
7004012027,170317004012027,51
7004012028,170317004012028,47
7004012029,170317004012029,57
7004012030,170317004012030,56
7004012031,170317004012031,39
7004013000,170317004013000,63
7004013001,170317004013001,59
7004013002,170317004013002,73
7004013003,170317004013003,51
7004013004,170317004013004,0
7004013005,170317004013005,65
7004013006,170317004013006,38
7004013007,170317004013007,43
7004013008,170317004013008,39
7004013009,170317004013009,37
7004013010,170317004013010,45
7004013011,170317004013011,48
7004013012,170317004013012,56
7004013013,170317004013013,67
7004013014,170317004013014,60
7004013015,170317004013015,59
7004013016,170317004013016,33
7004013017,170317004013017,0
7004013018,170317004013018,0
7004013019,170317004013019,41
7004013020,170317004013020,60
7004013021,170317004013021,48
7004013022,170317004013022,33
7004013023,170317004013023,34
7004013024,170317004013024,0
7004013025,170317004013025,0
7004013026,170317004013026,0
7004013027,170317004013027,0
7004013028,170317004013028,0
7004013029,170317004013029,0
7004013030,170317004013030,63
7004013031,170317004013031,60
7004013032,170317004013032,47
7004013033,170317004013033,36
7004013034,170317004013034,90
7004013035,170317004013035,49
7004013036,170317004013036,57
7004013037,170317004013037,47
7004013038,170317004013038,0
7004013039,170317004013039,7
7004013040,170317004013040,43
7004014000,170317004014000,24
7004014001,170317004014001,45
7004014002,170317004014002,51
7004014003,170317004014003,42
7004014004,170317004014004,58
7004014005,170317004014005,66
7004014006,170317004014006,52
7004014007,170317004014007,37
7004014008,170317004014008,0
7004014009,170317004014009,34
7004014010,170317004014010,4
7004014011,170317004014011,43
7004014012,170317004014012,34
7004014013,170317004014013,0
7004014014,170317004014014,30
7004014015,170317004014015,36
7004014016,170317004014016,14
7004014017,170317004014017,31
7004014018,170317004014018,28
7004014019,170317004014019,11
7004014020,170317004014020,25
7004014021,170317004014021,4
7004014022,170317004014022,51
7004014023,170317004014023,51
7004021000,170317004021000,87
7004021001,170317004021001,55
7004021002,170317004021002,34
7004021003,170317004021003,38
7004021004,170317004021004,0
7004021005,170317004021005,125
7004021006,170317004021006,14
7004021007,170317004021007,0
7004021008,170317004021008,0
7004021009,170317004021009,31
7004021010,170317004021010,42
7004021011,170317004021011,62
7004021012,170317004021012,45
7004021013,170317004021013,50
7004021014,170317004021014,20
7004021015,170317004021015,4
7004021016,170317004021016,50
7004021017,170317004021017,38
7004021018,170317004021018,0
7004021019,170317004021019,9
7004021020,170317004021020,64
7004021021,170317004021021,55
7004021022,170317004021022,47
7004021023,170317004021023,40
7004021024,170317004021024,46
7004021025,170317004021025,6
7004021026,170317004021026,35
7004021027,170317004021027,24
7004021028,170317004021028,3
7004021029,170317004021029,0
7004021030,170317004021030,15
7004021031,170317004021031,0
7004021032,170317004021032,0
7004022000,170317004022000,11
7004022001,170317004022001,53
7004022002,170317004022002,25
7004022003,170317004022003,38
7004022004,170317004022004,0
7004022005,170317004022005,47
7004022006,170317004022006,46
7004022007,170317004022007,36
7004022008,170317004022008,34
7004022009,170317004022009,0
7004022010,170317004022010,31
7004022011,170317004022011,2
7004022012,170317004022012,28
7004022013,170317004022013,19
7004022014,170317004022014,59
7004022015,170317004022015,48
7004022016,170317004022016,46
7004022017,170317004022017,55
7004022018,170317004022018,48
7004022019,170317004022019,48
7004022020,170317004022020,36
7004022021,170317004022021,36
7004022022,170317004022022,46
7004022023,170317004022023,59
7004022024,170317004022024,34
7004022025,170317004022025,43
7004022026,170317004022026,37
7004022027,170317004022027,54
7004022028,170317004022028,56
7004022029,170317004022029,40
7004022030,170317004022030,37
7004022031,170317004022031,37
7004022032,170317004022032,59
7004023000,170317004023000,0
7004023001,170317004023001,38
7004023002,170317004023002,30
7004023003,170317004023003,44
7004023004,170317004023004,51
7004023005,170317004023005,41
7004023006,170317004023006,55
7004023007,170317004023007,53
7004023008,170317004023008,30
7004023009,170317004023009,41
7004023010,170317004023010,43
7004023011,170317004023011,51
7004023012,170317004023012,35
7004023013,170317004023013,103
7004023014,170317004023014,68
7004023015,170317004023015,46
7004023016,170317004023016,31
7004023017,170317004023017,3
7004023018,170317004023018,7
7004023019,170317004023019,40
7004023020,170317004023020,57
7004023021,170317004023021,49
7004023022,170317004023022,41
7004023023,170317004023023,47
7004023024,170317004023024,33
7004023025,170317004023025,480
7004023026,170317004023026,61
7004023027,170317004023027,49
7005011000,170317005011000,6
7005011001,170317005011001,13
7005011002,170317005011002,12
7005011003,170317005011003,3
7005011004,170317005011004,18
7005011005,170317005011005,56
7005011006,170317005011006,70
7005011007,170317005011007,41
7005011008,170317005011008,39
7005011009,170317005011009,36
7005011010,170317005011010,42
7005011011,170317005011011,38
7005011012,170317005011012,0
7005011013,170317005011013,0
7005011014,170317005011014,11
7005011015,170317005011015,13
7005011016,170317005011016,29
7005011017,170317005011017,0
7005011018,170317005011018,18
7005011019,170317005011019,4
7005011020,170317005011020,24
7005011021,170317005011021,57
7005011022,170317005011022,25
7005011023,170317005011023,60
7005011024,170317005011024,54
7005011025,170317005011025,60
7005011026,170317005011026,53
7005011027,170317005011027,76
7005011028,170317005011028,42
7005011029,170317005011029,41
7005011030,170317005011030,14
7005011031,170317005011031,29
7005011032,170317005011032,14
7005011033,170317005011033,4
7005011034,170317005011034,14
7005011035,170317005011035,0
7005011036,170317005011036,24
7005011037,170317005011037,11
7005011038,170317005011038,55
7005011039,170317005011039,51
7005011040,170317005011040,31
7005011041,170317005011041,4
7005011042,170317005011042,40
7005011043,170317005011043,40
7005012000,170317005012000,5
7005012001,170317005012001,28
7005012002,170317005012002,0
7005012003,170317005012003,53
7005012004,170317005012004,38
7005012005,170317005012005,0
7005012006,170317005012006,19
7005012007,170317005012007,387
7005012008,170317005012008,27
7005012009,170317005012009,38
7005012010,170317005012010,0
7005012011,170317005012011,0
7005012012,170317005012012,68
7005012013,170317005012013,43
7005012014,170317005012014,13
7005012015,170317005012015,41
7005012016,170317005012016,0
7005012017,170317005012017,24
7005012018,170317005012018,42
7005012019,170317005012019,33
7005012020,170317005012020,0
7005012021,170317005012021,0
7005012022,170317005012022,0
7005012023,170317005012023,1
7005012024,170317005012024,39
7005012025,170317005012025,76
7005012026,170317005012026,22
7005013000,170317005013000,18
7005013001,170317005013001,3
7005013002,170317005013002,25
7005013003,170317005013003,3
7005013004,170317005013004,9
7005013005,170317005013005,42
7005013006,170317005013006,36
7005013007,170317005013007,43
7005013008,170317005013008,50
7005013009,170317005013009,55
7005013010,170317005013010,46
7005013011,170317005013011,49
7005013012,170317005013012,35
7005013013,170317005013013,35
7005013014,170317005013014,31
7005013015,170317005013015,46
7005013016,170317005013016,31
7005013017,170317005013017,37
7005013018,170317005013018,40
7005013019,170317005013019,63
7005013020,170317005013020,53
7005013021,170317005013021,51
7005013022,170317005013022,37
7005013023,170317005013023,45
7005013024,170317005013024,64
7005013025,170317005013025,54
7005013026,170317005013026,52
7005013027,170317005013027,45
7005013028,170317005013028,41
7005013029,170317005013029,49
7005013030,170317005013030,0
7005013031,170317005013031,34
7005013032,170317005013032,24
7005013033,170317005013033,27
7005013034,170317005013034,18
7005013035,170317005013035,42
7005013036,170317005013036,12
7005014000,170317005014000,53
7005014001,170317005014001,57
7005014002,170317005014002,40
7005014003,170317005014003,48
7005014004,170317005014004,112
7005014005,170317005014005,45
7005014006,170317005014006,43
7005014007,170317005014007,42
7005014008,170317005014008,34
7005014009,170317005014009,42
7005014010,170317005014010,41
7005014011,170317005014011,52
7005014012,170317005014012,34
7005014013,170317005014013,44
7005014014,170317005014014,37
7005014015,170317005014015,43
7005014016,170317005014016,61
7005014017,170317005014017,0
7005014018,170317005014018,0
7005014019,170317005014019,37
7005014020,170317005014020,64
7005014021,170317005014021,59
7005014022,170317005014022,52
7005014023,170317005014023,61
7005014024,170317005014024,64
7005014025,170317005014025,52
7005014026,170317005014026,43
7005014027,170317005014027,19
7005014028,170317005014028,28
7005014029,170317005014029,34
7005014030,170317005014030,25
7005014031,170317005014031,15
7005014032,170317005014032,19
7005014033,170317005014033,29
7005014034,170317005014034,34
7005014035,170317005014035,38
7005014036,170317005014036,61
7005014037,170317005014037,37
7005014038,170317005014038,20
7005014039,170317005014039,22
7005014040,170317005014040,20
7005014041,170317005014041,24
7005014042,170317005014042,14
7005014043,170317005014043,26
7005015000,170317005015000,62
7005015001,170317005015001,52
7005015002,170317005015002,33
7005015003,170317005015003,67
7005015004,170317005015004,40
7005015005,170317005015005,39
7005015006,170317005015006,47
7005015007,170317005015007,36
7005015008,170317005015008,50
7005015009,170317005015009,55
7005015010,170317005015010,42
7005015011,170317005015011,37
7005015012,170317005015012,42
7005015013,170317005015013,40
7005015014,170317005015014,54
7005015015,170317005015015,49
7005015016,170317005015016,41
7005015017,170317005015017,0
7005015018,170317005015018,32
7005015019,170317005015019,14
7005016000,170317005016000,11
7005016001,170317005016001,41
7005016002,170317005016002,30
7005016003,170317005016003,24
7005016004,170317005016004,42
7005016005,170317005016005,29
7005016006,170317005016006,39
7005016007,170317005016007,42
7005016008,170317005016008,36
7005016009,170317005016009,21
7005016010,170317005016010,34
7005016011,170317005016011,18
7005016012,170317005016012,33
7005016013,170317005016013,36
7005016014,170317005016014,23
7005016015,170317005016015,14
7005016016,170317005016016,22
7005016017,170317005016017,22
7005016018,170317005016018,54
7005016019,170317005016019,40
7005016020,170317005016020,20
7005016021,170317005016021,50
7005016022,170317005016022,15
7005016023,170317005016023,20
7005016024,170317005016024,25
7005016025,170317005016025,23
7005016026,170317005016026,26
7005016027,170317005016027,0
7005016028,170317005016028,16
7005016029,170317005016029,37
7005016030,170317005016030,21
7005016031,170317005016031,12
7005016032,170317005016032,15
7005016033,170317005016033,12
7005016034,170317005016034,51
7005021000,170317005021000,0
7005021001,170317005021001,0
7005021002,170317005021002,0
7005021003,170317005021003,0
7005021004,170317005021004,0
7005021005,170317005021005,0
7005021006,170317005021006,129
7005021007,170317005021007,32
7005021008,170317005021008,50
7005021009,170317005021009,45
7005021010,170317005021010,46
7005021011,170317005021011,51
7005021012,170317005021012,57
7005021013,170317005021013,51
7005021014,170317005021014,40
7005021015,170317005021015,52
7005021016,170317005021016,40
7005021017,170317005021017,67
7005021018,170317005021018,60
7005021019,170317005021019,90
7005021020,170317005021020,64
7005021021,170317005021021,56
7005021022,170317005021022,39
7005021023,170317005021023,18
7005021024,170317005021024,37
7005021025,170317005021025,48
7005021026,170317005021026,68
7005021027,170317005021027,0
7005021028,170317005021028,135
7005021029,170317005021029,43
7005021030,170317005021030,37
7005022000,170317005022000,0
7005022001,170317005022001,19
7005022002,170317005022002,44
7005022003,170317005022003,54
7005022004,170317005022004,14
7005022005,170317005022005,12
7005022006,170317005022006,45
7005022007,170317005022007,38
7005022008,170317005022008,18
7005022009,170317005022009,16
7005022010,170317005022010,49
7005022011,170317005022011,93
7005022012,170317005022012,15
7005022013,170317005022013,12
7005022014,170317005022014,39
7005022015,170317005022015,119
7005022016,170317005022016,149
7005022017,170317005022017,204
7005022018,170317005022018,40
7005022019,170317005022019,42
7005022020,170317005022020,44
7005022021,170317005022021,43
7005022022,170317005022022,44
7005022023,170317005022023,70
7005022024,170317005022024,66
7005022025,170317005022025,32
7005022026,170317005022026,104
7005022027,170317005022027,27
7005022028,170317005022028,70
7005022029,170317005022029,86
7005022030,170317005022030,73
7101001000,170317101001000,101
7101001001,170317101001001,51
7101001002,170317101001002,32
7101001003,170317101001003,91
7101001004,170317101001004,118
7101001005,170317101001005,71
7101001006,170317101001006,0
7101001007,170317101001007,31
7101001008,170317101001008,217
7101001009,170317101001009,88
7101001010,170317101001010,6
7101001011,170317101001011,52
7101001012,170317101001012,85
7101001013,170317101001013,50
7101001014,170317101001014,18
7101001015,170317101001015,49
7101001016,170317101001016,60
7101001017,170317101001017,6
7101001018,170317101001018,67
7101001019,170317101001019,69
7101001020,170317101001020,0
7101001021,170317101001021,0
7101001022,170317101001022,0
7101001023,170317101001023,0
7101001024,170317101001024,13
7102001000,170317102001000,0
7102001001,170317102001001,0
7102001002,170317102001002,65
7102001003,170317102001003,34
7102001004,170317102001004,2
7102001005,170317102001005,89
7102001006,170317102001006,43
7102001007,170317102001007,61
7102001008,170317102001008,68
7102001009,170317102001009,62
7102001010,170317102001010,0
7102001011,170317102001011,93
7102001012,170317102001012,102
7102001013,170317102001013,0
7102001014,170317102001014,114
7102002000,170317102002000,4
7102002001,170317102002001,0
7102002002,170317102002002,81
7102002003,170317102002003,120
7102002004,170317102002004,98
7102002005,170317102002005,117
7102002006,170317102002006,94
7102002007,170317102002007,85
7102002008,170317102002008,35
7102002009,170317102002009,110
7102002010,170317102002010,82
7102002011,170317102002011,65
7102002012,170317102002012,116
7102002013,170317102002013,59
7102003000,170317102003000,0
7102003001,170317102003001,0
7102003002,170317102003002,42
7102003003,170317102003003,94
7102003004,170317102003004,41
7102003005,170317102003005,82
7102003006,170317102003006,97
7102003007,170317102003007,76
7102003008,170317102003008,83
7102003009,170317102003009,71
7102003010,170317102003010,107
7102003011,170317102003011,136
7102003012,170317102003012,96
7102003013,170317102003013,66
7102004000,170317102004000,0
7102004001,170317102004001,58
7102004002,170317102004002,35
7102004003,170317102004003,110
7102004004,170317102004004,127
7102004005,170317102004005,103
7102004006,170317102004006,49
7102004007,170317102004007,0
7102004008,170317102004008,6
7102004009,170317102004009,48
7102004010,170317102004010,108
7102004011,170317102004011,89
7102004012,170317102004012,63
7102005000,170317102005000,356
7102005001,170317102005001,567
7102005002,170317102005002,32
7102005003,170317102005003,29
7102005004,170317102005004,10
7102005005,170317102005005,59
7102005006,170317102005006,69
7102005007,170317102005007,89
7102005008,170317102005008,69
7102005009,170317102005009,31
7102005010,170317102005010,44
7102005011,170317102005011,108
7103001000,170317103001000,0
7103001001,170317103001001,0
7103001002,170317103001002,115
7103001003,170317103001003,10
7103001004,170317103001004,58
7103001005,170317103001005,110
7103001006,170317103001006,9
7103001007,170317103001007,57
7103001008,170317103001008,55
7103001009,170317103001009,70
7103001010,170317103001010,56
7103001011,170317103001011,52
7103001012,170317103001012,0
7103001013,170317103001013,31
7103001014,170317103001014,65
7103001015,170317103001015,75
7103001016,170317103001016,94
7103001017,170317103001017,0
7103001018,170317103001018,109
7103001019,170317103001019,89
7103001020,170317103001020,0
7103001021,170317103001021,7
7103001022,170317103001022,62
7103001023,170317103001023,166
7103001024,170317103001024,9
7103001025,170317103001025,48
7103001026,170317103001026,23
7103001027,170317103001027,7
7103001028,170317103001028,37
7103001029,170317103001029,0
7104001000,170317104001000,0
7104001001,170317104001001,0
7104001002,170317104001002,39
7104001003,170317104001003,0
7104001004,170317104001004,22
7104001005,170317104001005,0
7104001006,170317104001006,0
7104001007,170317104001007,77
7104001008,170317104001008,77
7104001009,170317104001009,51
7104001010,170317104001010,22
7104001011,170317104001011,37
7104001012,170317104001012,48
7104001013,170317104001013,140
7104001014,170317104001014,88
7104001015,170317104001015,79
7104002000,170317104002000,8
7104002001,170317104002001,104
7104002002,170317104002002,74
7104002003,170317104002003,102
7104002004,170317104002004,103
7104002005,170317104002005,108
7104002006,170317104002006,68
7104002007,170317104002007,78
7104002008,170317104002008,126
7104002009,170317104002009,91
7104002010,170317104002010,45
7104002011,170317104002011,23
7104002012,170317104002012,27
7104002013,170317104002013,17
7104002014,170317104002014,0
7104003000,170317104003000,71
7104003001,170317104003001,64
7104003002,170317104003002,80
7104003003,170317104003003,104
7104003004,170317104003004,85
7104003005,170317104003005,58
7104003006,170317104003006,35
7104003007,170317104003007,94
7104003008,170317104003008,66
7104003009,170317104003009,59
7104003010,170317104003010,87
7104003011,170317104003011,39
7104003012,170317104003012,6
7104003013,170317104003013,82
7104003014,170317104003014,14
7104004000,170317104004000,0
7104004001,170317104004001,0
7104004002,170317104004002,21
7104004003,170317104004003,57
7104004004,170317104004004,50
7104004005,170317104004005,60
7104004006,170317104004006,59
7104004007,170317104004007,64
7104004008,170317104004008,103
7104004009,170317104004009,48
7104004010,170317104004010,56
7104004011,170317104004011,48
7104004012,170317104004012,33
7104004013,170317104004013,35
7104004014,170317104004014,85
7104005000,170317104005000,52
7104005001,170317104005001,42
7104005002,170317104005002,61
7104005003,170317104005003,40
7104005004,170317104005004,63
7104005005,170317104005005,57
7104005006,170317104005006,77
7104005007,170317104005007,46
7104005008,170317104005008,100
7104005009,170317104005009,70
7104005010,170317104005010,0
7104005011,170317104005011,0
7104005012,170317104005012,63
7104005013,170317104005013,65
7104005014,170317104005014,52
7104005015,170317104005015,57
7104005016,170317104005016,60
7104005017,170317104005017,0
7104005018,170317104005018,76
7104005019,170317104005019,108
7104005020,170317104005020,179
7104005021,170317104005021,42
7104005022,170317104005022,49
7104005023,170317104005023,78
7104006000,170317104006000,63
7104006001,170317104006001,293
7104006002,170317104006002,0
7104006003,170317104006003,0
7104006004,170317104006004,0
7104006005,170317104006005,35
7104006006,170317104006006,0
7104006007,170317104006007,0
7104006008,170317104006008,50
7104006009,170317104006009,45
7104006010,170317104006010,39
7104006011,170317104006011,43
7104006012,170317104006012,41
7104006013,170317104006013,111
7104006014,170317104006014,67
7104006015,170317104006015,62
7104006016,170317104006016,0
7104006017,170317104006017,0
7104006018,170317104006018,0
7104006019,170317104006019,0
7104006020,170317104006020,48
7105001000,170317105001000,13
7105001001,170317105001001,0
7105001002,170317105001002,5
7105001003,170317105001003,68
7105001004,170317105001004,89
7105001005,170317105001005,93
7105001006,170317105001006,102
7105001007,170317105001007,146
7105001008,170317105001008,140
7105001009,170317105001009,19
7105001010,170317105001010,0
7105001011,170317105001011,149
7105001012,170317105001012,154
7105001013,170317105001013,120
7105002000,170317105002000,23
7105002001,170317105002001,16
7105002002,170317105002002,114
7105002003,170317105002003,146
7105002004,170317105002004,94
7105002005,170317105002005,98
7105002006,170317105002006,119
7105002007,170317105002007,108
7105002008,170317105002008,121
7105002009,170317105002009,136
7105002010,170317105002010,52
7105002011,170317105002011,67
7105002012,170317105002012,65
7105002013,170317105002013,139
7105003000,170317105003000,0
7105003001,170317105003001,0
7105003002,170317105003002,80
7105003003,170317105003003,104
7105003004,170317105003004,67
7105003005,170317105003005,76
7105003006,170317105003006,86
7105003007,170317105003007,68
7105003008,170317105003008,50
7105003009,170317105003009,56
7105003010,170317105003010,58
7105003011,170317105003011,64
7105004000,170317105004000,0
7105004001,170317105004001,5
7105004002,170317105004002,0
7105004003,170317105004003,46
7105004004,170317105004004,49
7105004005,170317105004005,51
7105004006,170317105004006,48
7105004007,170317105004007,71
7105004008,170317105004008,81
7105004009,170317105004009,48
7105004010,170317105004010,49
7105004011,170317105004011,60
7105004012,170317105004012,44
7105004013,170317105004013,19
7105004014,170317105004014,39
7105004015,170317105004015,33
7105004016,170317105004016,58
7105004017,170317105004017,39
7105004018,170317105004018,0
7105004019,170317105004019,19
7105004020,170317105004020,59
7105004021,170317105004021,65
7105004022,170317105004022,70
